feature	isolate	nearest_gene	nearest_te	scaffold
atg11894	MNH120	201	1230	scaffold_1008
atg11895	MNH120	391	574	scaffold_1008
atg11896	MNH120	627	360	scaffold_1008
atg11897	MNH120	383	4888	scaffold_1008
atg11898	MNH120	383	4294	scaffold_1008
atg11899	MNH120	489	2484	scaffold_1008
atg11900	MNH120	489	1115	scaffold_1008
atg11901	MNH120	733	140	scaffold_1008
atg11902	MNH120	733	574	scaffold_1008
atg11903	MNH120	783	2039	scaffold_1008
atg11904	MNH120	407	1701	scaffold_1008
atg11905	MNH120	127	127	scaffold_1008
atg11906	MNH120	127	1	scaffold_1008
atg11907	MNH120	301	6	scaffold_1008
atg11908	MNH120	770	92	scaffold_1008
atg5351	MNH120	1295	171	scaffold_703
atg5352	MNH120	390	36	scaffold_703
atg5353	MNH120	247	17	scaffold_703
atg5354	MNH120	247	42	scaffold_703
atg5355	MNH120	577	2	scaffold_703
atg5356	MNH120	126	13	scaffold_703
atg5357	MNH120	126	13	scaffold_703
atg5358	MNH120	577	50	scaffold_703
atg5329	MNH120	189	140	scaffold_719
atg5330	MNH120	189	22	scaffold_719
atg5331	MNH120	390	2	scaffold_719
atg5332	MNH120	335	5	scaffold_719
atg5333	MNH120	335	1	scaffold_719
atg5334	MNH120	538	12	scaffold_719
atg5335	MNH120	228	24	scaffold_719
atg5336	MNH120	228	66	scaffold_719
atg5337	MNH120	440	127	scaffold_719
atg5338	MNH120	440	20	scaffold_719
atg5339	MNH120	2516	102	scaffold_719
atg5340	MNH120	563	445	scaffold_719
atg5341	MNH120	19	216	scaffold_719
atg5342	MNH120	19	27	scaffold_719
atg5343	MNH120	767	302	scaffold_719
atg5344	MNH120	882	307	scaffold_719
atg5345	MNH120	882	1	scaffold_719
atg5346	MNH120	1490	17	scaffold_719
atg5347	MNH120	1525	12	scaffold_719
atg5348	MNH120	514	25	scaffold_719
atg5349	MNH120	514	1	scaffold_719
atg5350	MNH120	607	39	scaffold_719
atg3438	MNH120	1120	8	scaffold_509
atg3439	MNH120	265	24	scaffold_509
atg3440	MNH120	265	81	scaffold_509
atg3441	MNH120	432	3	scaffold_509
atg3442	MNH120	432	19	scaffold_509
atg3443	MNH120	735	41	scaffold_509
atg3444	MNH120	735	30	scaffold_509
atg3445	MNH120	1540	2	scaffold_509
atg3446	MNH120	1913	148	scaffold_509
atg3447	MNH120	1758	1	scaffold_509
atg3448	MNH120	735	6	scaffold_509
atg3449	MNH120	501	1	scaffold_509
atg3450	MNH120	501	100	scaffold_509
atg3451	MNH120	615	1	scaffold_509
atg3452	MNH120	1034	28	scaffold_509
atg3453	MNH120	246	23	scaffold_509
atg3454	MNH120	246	142	scaffold_509
atg3455	MNH120	336	3	scaffold_509
atg3456	MNH120	336	40	scaffold_509
atg3457	MNH120	834	4	scaffold_509
atg3847	MNH120	488	626	scaffold_541
atg3848	MNH120	488	2840	scaffold_541
atg3849	MNH120	181	5388	scaffold_541
atg3850	MNH120	181	7720	scaffold_541
atg3851	MNH120	103	9010	scaffold_541
atg3852	MNH120	103	10114	scaffold_541
atg3853	MNH120	373	13460	scaffold_541
atg3854	MNH120	373	11935	scaffold_541
atg3855	MNH120	306	10815	scaffold_541
atg3856	MNH120	218	10020	scaffold_541
atg3857	MNH120	218	8172	scaffold_541
atg3858	MNH120	725	5081	scaffold_541
atg3859	MNH120	725	2913	scaffold_541
atg3860	MNH120	788	388	scaffold_541
atg3861	MNH120	1386	357	scaffold_541
atg6343	MNH120	216	1307	scaffold_811
atg6344	MNH120	216	1589	scaffold_811
atg6345	MNH120	81	1409	scaffold_811
atg6346	MNH120	81	2273	scaffold_811
atg6347	MNH120	666	16	scaffold_811
atg6348	MNH120	199	376	scaffold_811
atg6349	MNH120	199	2026	scaffold_811
atg6350	MNH120	201	3099	scaffold_811
atg6351	MNH120	153	4403	scaffold_811
atg6352	MNH120	153	3898	scaffold_811
atg6353	MNH120	1534	349	scaffold_811
atg6354	MNH120	1871	360	scaffold_811
atg6355	MNH120	633	381	scaffold_811
atg6356	MNH120	633	298	scaffold_811
atg6357	MNH120	979	632	scaffold_811
atg6358	MNH120	1271	65	scaffold_811
atg6359	MNH120	1517	712	scaffold_811
atg6360	MNH120	616	4185	scaffold_811
atg6361	MNH120	486	6037	scaffold_811
atg6362	MNH120	486	7920	scaffold_811
atg6363	MNH120	286	5642	scaffold_811
atg6364	MNH120	105	4943	scaffold_811
atg6365	MNH120	105	27	scaffold_811
atg6366	MNH120	162	477	scaffold_811
atg6367	MNH120	162	322	scaffold_811
atg6368	MNH120	53	3	scaffold_811
atg6369	MNH120	53	302	scaffold_811
atg6370	MNH120	454	1233	scaffold_811
atg6371	MNH120	1541	3928	scaffold_811
atg6372	MNH120	1541	1518	scaffold_811
atg6373	MNH120	1478	155	scaffold_811
atg6374	MNH120	670	542	scaffold_811
atg6375	MNH120	670	191	scaffold_811
atg6376	MNH120	1687	1459	scaffold_811
atg6377	MNH120	639	4402	scaffold_811
atg6378	MNH120	621	2752	scaffold_811
atg6379	MNH120	621	865	scaffold_811
atg6380	MNH120	1720	676	scaffold_811
atg6381	MNH120	281	749	scaffold_811
atg6382	MNH120	281	3287	scaffold_811
atg6383	MNH120	857	515	scaffold_811
atg6384	MNH120	2859	471	scaffold_811
atg6385	MNH120	711	927	scaffold_811
atg6386	MNH120	540	2632	scaffold_811
atg6387	MNH120	339	4704	scaffold_811
atg6388	MNH120	77	6676	scaffold_811
atg6389	MNH120	77	6898	scaffold_811
atg6390	MNH120	239	4685	scaffold_811
atg6391	MNH120	1227	700	scaffold_811
atg6392	MNH120	1092	1199	scaffold_811
atg6393	MNH120	563	4271	scaffold_811
atg6394	MNH120	563	5110	scaffold_811
atg6395	MNH120	2946	1836	scaffold_811
atg6396	MNH120	1870	349	scaffold_811
atg6397	MNH120	1870	290	scaffold_811
atg6398	MNH120	5886	746	scaffold_811
atg2061	MNH120	3243	407	scaffold_339
atg2062	MNH120	155	1	scaffold_339
atg2063	MNH120	155	1	scaffold_339
atg2064	MNH120	2521	1	scaffold_339
atg2065	MNH120	639	4	scaffold_339
atg2066	MNH120	174	141	scaffold_339
atg2067	MNH120	174	6	scaffold_339
atg2068	MNH120	1536	4	scaffold_339
atg2069	MNH120	1536	31	scaffold_339
atg2070	MNH120	3249	23	scaffold_339
atg2071	MNH120	3959	60	scaffold_339
atg2072	MNH120	2918	44	scaffold_339
atg2073	MNH120	721	72	scaffold_339
atg2074	MNH120	721	59	scaffold_339
atg2075	MNH120	294	70	scaffold_339
atg2076	MNH120	280	50	scaffold_339
atg2077	MNH120	280	6	scaffold_339
atg2078	MNH120	599	5	scaffold_339
atg2079	MNH120	599	69	scaffold_339
atg2080	MNH120	685	15	scaffold_339
atg2081	MNH120	146	63	scaffold_339
atg2082	MNH120	63	136	scaffold_339
atg2083	MNH120	63	63	scaffold_339
atg2084	MNH120	776	8	scaffold_339
atg2085	MNH120	1226	28	scaffold_339
atg2086	MNH120	535	19	scaffold_339
atg2087	MNH120	535	6	scaffold_339
atg5680	MNH120	3910	234	scaffold_766
atg5681	MNH120	1605	546	scaffold_766
atg5682	MNH120	1490	3	scaffold_766
atg5683	MNH120	1490	256	scaffold_766
atg4472	MNH120	1248	2	scaffold_620
atg4473	MNH120	1248	131	scaffold_620
atg4474	MNH120	6944	1	scaffold_620
atg4475	MNH120	1413	16	scaffold_620
atg4476	MNH120	1413	29	scaffold_620
atg1331	MNH120	898	677	scaffold_252
atg1332	MNH120	312	2150	scaffold_252
atg1333	MNH120	205	1914	scaffold_252
atg1334	MNH120	149	995	scaffold_252
atg1335	MNH120	149	14	scaffold_252
atg1336	MNH120	1064	2428	scaffold_252
atg1337	MNH120	1064	657	scaffold_252
atg4349	MNH120	661	19	scaffold_585
atg4350	MNH120	661	2220	scaffold_585
atg4351	MNH120	921	4219	scaffold_585
atg4352	MNH120	921	5969	scaffold_585
atg4353	MNH120	2113	11238	scaffold_585
atg4354	MNH120	531	11718	scaffold_585
atg4355	MNH120	531	9590	scaffold_585
atg4356	MNH120	677	6902	scaffold_585
atg4357	MNH120	677	4743	scaffold_585
atg4358	MNH120	38	3752	scaffold_585
atg4359	MNH120	38	2119	scaffold_585
atg4360	MNH120	221	484	scaffold_585
atg4361	MNH120	221	158	scaffold_585
atg4362	MNH120	1146	126	scaffold_585
atg4363	MNH120	1146	9	scaffold_585
atg4364	MNH120	162	282	scaffold_585
atg4365	MNH120	138	1680	scaffold_585
atg4366	MNH120	138	2058	scaffold_585
atg4367	MNH120	389	1486	scaffold_585
atg4368	MNH120	389	503	scaffold_585
atg4369	MNH120	548	333	scaffold_585
atg4370	MNH120	548	535	scaffold_585
atg4371	MNH120	1381	800	scaffold_585
atg4372	MNH120	1098	77	scaffold_585
atg4373	MNH120	508	872	scaffold_585
atg4374	MNH120	508	4661	scaffold_585
atg4375	MNH120	1008	6545	scaffold_585
atg4376	MNH120	1008	9612	scaffold_585
atg4377	MNH120	2537	13241	scaffold_585
atg10838	MNH120	221	22	scaffold_997
atg10839	MNH120	221	77	scaffold_997
atg10840	MNH120	117	286	scaffold_997
atg10841	MNH120	117	182	scaffold_997
atg10842	MNH120	1569	561	scaffold_997
atg10843	MNH120	170	3152	scaffold_997
atg10844	MNH120	170	4828	scaffold_997
atg10845	MNH120	748	5994	scaffold_997
atg10846	MNH120	748	4235	scaffold_997
atg10847	MNH120	999	897	scaffold_997
atg10848	MNH120	603	850	scaffold_997
atg10849	MNH120	603	5467	scaffold_997
atg10850	MNH120	21	2581	scaffold_997
atg10851	MNH120	21	2182	scaffold_997
atg10852	MNH120	236	194	scaffold_997
atg10853	MNH120	759	981	scaffold_997
atg10854	MNH120	180	3135	scaffold_997
atg10855	MNH120	180	3758	scaffold_997
atg10856	MNH120	785	772	scaffold_997
atg10857	MNH120	60	1410	scaffold_997
atg10858	MNH120	60	3470	scaffold_997
atg10859	MNH120	839	5396	scaffold_997
atg10860	MNH120	761	3807	scaffold_997
atg10861	MNH120	55	1075	scaffold_997
atg10862	MNH120	55	631	scaffold_997
atg10863	MNH120	756	630	scaffold_997
atg10864	MNH120	756	108	scaffold_997
atg10865	MNH120	1738	267	scaffold_997
atg10866	MNH120	756	630	scaffold_997
atg10867	MNH120	756	396	scaffold_997
atg10868	MNH120	2405	1097	scaffold_997
atg10869	MNH120	1747	3859	scaffold_997
atg10870	MNH120	469	3564	scaffold_997
atg10871	MNH120	271	530	scaffold_997
atg10872	MNH120	271	76	scaffold_997
atg10873	MNH120	1259	60	scaffold_997
atg10874	MNH120	360	1728	scaffold_997
atg10875	MNH120	360	609	scaffold_997
atg10876	MNH120	1871	176	scaffold_997
atg10877	MNH120	72	747	scaffold_997
atg10878	MNH120	72	1206	scaffold_997
atg10879	MNH120	608	2466	scaffold_997
atg10880	MNH120	907	4492	scaffold_997
atg10881	MNH120	1149	7610	scaffold_997
atg10882	MNH120	3583	349	scaffold_997
atg10883	MNH120	1014	132	scaffold_997
atg10884	MNH120	1014	2198	scaffold_997
atg10885	MNH120	2058	5695	scaffold_997
atg10886	MNH120	780	5758	scaffold_997
atg10887	MNH120	389	3141	scaffold_997
atg10888	MNH120	389	960	scaffold_997
atg911	MNH120	1009	602	scaffold_169
atg912	MNH120	812	204	scaffold_169
atg913	MNH120	452	1772	scaffold_169
atg914	MNH120	280	3064	scaffold_169
atg915	MNH120	280	3809	scaffold_169
atg916	MNH120	553	5906	scaffold_169
atg917	MNH120	818	7555	scaffold_169
atg918	MNH120	436	9999	scaffold_169
atg919	MNH120	28	12024	scaffold_169
atg920	MNH120	28	12376	scaffold_169
atg921	MNH120	470	13830	scaffold_169
atg922	MNH120	470	13460	scaffold_169
atg923	MNH120	622	10233	scaffold_169
atg924	MNH120	443	8760	scaffold_169
atg925	MNH120	443	5256	scaffold_169
atg926	MNH120	1283	2372	scaffold_169
atg927	MNH120	1283	129	scaffold_169
atg928	MNH120	77	1233	scaffold_169
atg929	MNH120	77	1156	scaffold_169
atg930	MNH120	855	301	scaffold_169
atg7637	MNH120	1253	187	scaffold_882
atg7638	MNH120	1253	546	scaffold_882
atg7639	MNH120	1200	863	scaffold_882
atg7640	MNH120	124	2998	scaffold_882
atg7641	MNH120	124	2673	scaffold_882
atg7642	MNH120	1419	4	scaffold_882
atg7643	MNH120	1419	496	scaffold_882
atg7644	MNH120	708	3668	scaffold_882
atg7645	MNH120	122	1766	scaffold_882
atg7646	MNH120	122	189	scaffold_882
atg7647	MNH120	1210	349	scaffold_882
atg7648	MNH120	718	188	scaffold_882
atg7649	MNH120	239	407	scaffold_882
atg7650	MNH120	87	1836	scaffold_882
atg7651	MNH120	87	2362	scaffold_882
atg7652	MNH120	249	4853	scaffold_882
atg7653	MNH120	1021	2621	scaffold_882
atg7654	MNH120	1021	1005	scaffold_882
atg7655	MNH120	205	1411	scaffold_882
atg7656	MNH120	205	3587	scaffold_882
atg7657	MNH120	936	5109	scaffold_882
atg7658	MNH120	936	3406	scaffold_882
atg7659	MNH120	942	1708	scaffold_882
atg7660	MNH120	1046	662	scaffold_882
atg7661	MNH120	867	2994	scaffold_882
atg7662	MNH120	851	5220	scaffold_882
atg7663	MNH120	650	3927	scaffold_882
atg7664	MNH120	350	1768	scaffold_882
atg7665	MNH120	350	17	scaffold_882
atg7666	MNH120	3877	24	scaffold_882
atg7667	MNH120	1275	2057	scaffold_882
atg7668	MNH120	209	1719	scaffold_882
atg7669	MNH120	209	613	scaffold_882
atg649	MNH120	624	990	scaffold_101
atg650	MNH120	624	5504	scaffold_101
atg651	MNH120	849	1797	scaffold_101
atg652	MNH120	849	141	scaffold_101
atg6132	MNH120	978	798	scaffold_822
atg6133	MNH120	367	202	scaffold_822
atg6134	MNH120	367	888	scaffold_822
atg6135	MNH120	179	1803	scaffold_822
atg6136	MNH120	179	917	scaffold_822
atg6137	MNH120	768	795	scaffold_822
atg6138	MNH120	768	2142	scaffold_822
atg2889	MNH120	101	204	scaffold_390
atg2890	MNH120	101	2398	scaffold_390
atg2891	MNH120	1849	931	scaffold_390
atg2892	MNH120	1725	821	scaffold_390
atg2893	MNH120	1725	15	scaffold_390
atg2894	MNH120	2765	326	scaffold_390
atg2895	MNH120	1516	2047	scaffold_390
atg2896	MNH120	305	5063	scaffold_390
atg2897	MNH120	305	6566	scaffold_390
atg2898	MNH120	405	5628	scaffold_390
atg2899	MNH120	1132	3582	scaffold_390
atg2900	MNH120	530	317	scaffold_390
atg2901	MNH120	274	56	scaffold_390
atg2902	MNH120	274	2194	scaffold_390
atg2903	MNH120	321	4206	scaffold_390
atg2904	MNH120	321	6126	scaffold_390
atg2905	MNH120	1609	8535	scaffold_390
atg2906	MNH120	514	12784	scaffold_390
atg2907	MNH120	127	13838	scaffold_390
atg2908	MNH120	127	14247	scaffold_390
atg2909	MNH120	920	16425	scaffold_390
atg2910	MNH120	1042	16548	scaffold_390
atg2911	MNH120	882	14332	scaffold_390
atg2912	MNH120	882	12770	scaffold_390
atg2913	MNH120	417	8841	scaffold_390
atg2914	MNH120	417	7283	scaffold_390
atg2915	MNH120	479	4006	scaffold_390
atg2916	MNH120	1343	711	scaffold_390
atg2917	MNH120	863	114	scaffold_390
atg2918	MNH120	863	438	scaffold_390
atg2919	MNH120	904	406	scaffold_390
atg2920	MNH120	660	830	scaffold_390
atg2921	MNH120	660	1017	scaffold_390
atg2922	MNH120	188	109	scaffold_390
atg2923	MNH120	188	416	scaffold_390
atg2924	MNH120	2980	5021	scaffold_390
atg2925	MNH120	671	9238	scaffold_390
atg2926	MNH120	671	11268	scaffold_390
atg2927	MNH120	1258	13821	scaffold_390
atg2928	MNH120	611	7628	scaffold_390
atg2929	MNH120	611	5109	scaffold_390
atg2930	MNH120	782	3414	scaffold_390
atg2931	MNH120	1423	770	scaffold_390
atg2932	MNH120	1276	416	scaffold_390
atg2933	MNH120	1276	2355	scaffold_390
atg2934	MNH120	1124	5570	scaffold_390
atg2935	MNH120	536	8197	scaffold_390
atg2936	MNH120	536	11502	scaffold_390
atg2937	MNH120	14	14022	scaffold_390
atg2938	MNH120	14	14922	scaffold_390
atg2939	MNH120	2169	10595	scaffold_390
atg2940	MNH120	256	6780	scaffold_390
atg2941	MNH120	256	5915	scaffold_390
atg2942	MNH120	767	3302	scaffold_390
atg2943	MNH120	767	1644	scaffold_390
atg2944	MNH120	234	39	scaffold_390
atg2945	MNH120	92	195	scaffold_390
atg2946	MNH120	92	1391	scaffold_390
atg2947	MNH120	544	757	scaffold_390
atg2948	MNH120	150	63	scaffold_390
atg2949	MNH120	150	9	scaffold_390
atg2950	MNH120	58	21	scaffold_390
atg2951	MNH120	58	92	scaffold_390
atg2952	MNH120	790	2	scaffold_390
atg2953	MNH120	285	72	scaffold_390
atg2954	MNH120	285	12	scaffold_390
atg2955	MNH120	43	66	scaffold_390
atg2956	MNH120	43	50	scaffold_390
atg2957	MNH120	252	1	scaffold_390
atg2958	MNH120	252	44	scaffold_390
atg2959	MNH120	1620	5	scaffold_390
atg2960	MNH120	1116	33	scaffold_390
atg2961	MNH120	1116	1	scaffold_390
atg2962	MNH120	1625	13	scaffold_390
atg2963	MNH120	427	27	scaffold_390
atg2964	MNH120	427	75	scaffold_390
atg2965	MNH120	537	18	scaffold_390
atg2966	MNH120	508	18	scaffold_390
atg2967	MNH120	508	8	scaffold_390
atg2968	MNH120	871	87	scaffold_390
atg2969	MNH120	447	18	scaffold_390
atg2970	MNH120	447	5	scaffold_390
atg2971	MNH120	41	2	scaffold_390
atg2972	MNH120	41	10	scaffold_390
atg2973	MNH120	4523	77	scaffold_390
atg2974	MNH120	262	3	scaffold_390
atg2975	MNH120	262	27	scaffold_390
atg2976	MNH120	367	27	scaffold_390
atg2977	MNH120	367	40	scaffold_390
atg12631	MNH120	87	3	scaffold_1012
atg12632	MNH120	87	423	scaffold_1012
atg12633	MNH120	281	7576	scaffold_1012
atg12634	MNH120	281	11173	scaffold_1012
atg12635	MNH120	315	13189	scaffold_1012
atg12636	MNH120	465	9217	scaffold_1012
atg12637	MNH120	405	5728	scaffold_1012
atg12638	MNH120	268	4038	scaffold_1012
atg12639	MNH120	268	2002	scaffold_1012
atg12640	MNH120	1998	4	scaffold_1012
atg12641	MNH120	4696	986	scaffold_1012
atg12642	MNH120	1051	6534	scaffold_1012
atg12643	MNH120	302	8560	scaffold_1012
atg12644	MNH120	302	11450	scaffold_1012
atg12645	MNH120	1004	11384	scaffold_1012
atg12646	MNH120	1004	7711	scaffold_1012
atg12647	MNH120	215	3099	scaffold_1012
atg12648	MNH120	215	774	scaffold_1012
atg12649	MNH120	2074	1197	scaffold_1012
atg12650	MNH120	6004	4965	scaffold_1012
atg12651	MNH120	292	954	scaffold_1012
atg12652	MNH120	292	1706	scaffold_1012
atg12653	MNH120	332	4502	scaffold_1012
atg12654	MNH120	332	5223	scaffold_1012
atg12655	MNH120	753	6329	scaffold_1012
atg12656	MNH120	277	8450	scaffold_1012
atg12657	MNH120	277	9750	scaffold_1012
atg12658	MNH120	341	13366	scaffold_1012
atg12659	MNH120	94	11775	scaffold_1012
atg12660	MNH120	94	9441	scaffold_1012
atg12661	MNH120	6996	803	scaffold_1012
atg12662	MNH120	460	1144	scaffold_1012
atg12663	MNH120	161	228	scaffold_1012
atg12664	MNH120	161	67	scaffold_1012
atg12665	MNH120	614	1754	scaffold_1012
atg12666	MNH120	614	3451	scaffold_1012
atg12667	MNH120	1252	6141	scaffold_1012
atg12668	MNH120	909	9440	scaffold_1012
atg12669	MNH120	193	12294	scaffold_1012
atg12670	MNH120	193	12703	scaffold_1012
atg12671	MNH120	223	14597	scaffold_1012
atg12672	MNH120	223	13789	scaffold_1012
atg12673	MNH120	167	9473	scaffold_1012
atg12674	MNH120	167	8599	scaffold_1012
atg12675	MNH120	405	7084	scaffold_1012
atg12676	MNH120	405	4995	scaffold_1012
atg12677	MNH120	242	1962	scaffold_1012
atg12678	MNH120	242	149	scaffold_1012
atg12679	MNH120	803	801	scaffold_1012
atg12680	MNH120	803	7069	scaffold_1012
atg12681	MNH120	110	8033	scaffold_1012
atg12682	MNH120	110	6029	scaffold_1012
atg12683	MNH120	276	3224	scaffold_1012
atg12684	MNH120	700	903	scaffold_1012
atg12685	MNH120	904	1	scaffold_1012
atg12686	MNH120	174	1769	scaffold_1012
atg12687	MNH120	23	4331	scaffold_1012
atg12688	MNH120	23	4747	scaffold_1012
atg12689	MNH120	488	7498	scaffold_1012
atg12690	MNH120	488	9047	scaffold_1012
atg12691	MNH120	1365	10998	scaffold_1012
atg12692	MNH120	440	9431	scaffold_1012
atg12693	MNH120	321	8133	scaffold_1012
atg12694	MNH120	321	5719	scaffold_1012
atg12695	MNH120	498	3661	scaffold_1012
atg12696	MNH120	122	103	scaffold_1012
atg12697	MNH120	122	7	scaffold_1012
atg12698	MNH120	490	2274	scaffold_1012
atg12699	MNH120	51	614	scaffold_1012
atg12700	MNH120	51	157	scaffold_1012
atg12701	MNH120	1421	349	scaffold_1012
atg12702	MNH120	1919	1921	scaffold_1012
atg12703	MNH120	204	34	scaffold_1012
atg12704	MNH120	95	2369	scaffold_1012
atg12705	MNH120	95	1187	scaffold_1012
atg12706	MNH120	1123	11	scaffold_1012
atg12707	MNH120	477	1112	scaffold_1012
atg12708	MNH120	477	2360	scaffold_1012
atg12709	MNH120	542	4329	scaffold_1012
atg12710	MNH120	588	3827	scaffold_1012
atg12711	MNH120	514	1800	scaffold_1012
atg12712	MNH120	514	203	scaffold_1012
atg12713	MNH120	1266	239	scaffold_1012
atg12714	MNH120	426	4114	scaffold_1012
atg12715	MNH120	396	5753	scaffold_1012
atg12716	MNH120	203	7927	scaffold_1012
atg12717	MNH120	176	8890	scaffold_1012
atg12718	MNH120	176	6944	scaffold_1012
atg12719	MNH120	566	2242	scaffold_1012
atg12720	MNH120	566	311	scaffold_1012
atg12721	MNH120	3388	870	scaffold_1012
atg12722	MNH120	2335	2518	scaffold_1012
atg12723	MNH120	356	5125	scaffold_1012
atg12724	MNH120	356	4244	scaffold_1012
atg12725	MNH120	541	2503	scaffold_1012
atg12726	MNH120	541	457	scaffold_1012
atg12727	MNH120	272	2377	scaffold_1012
atg12728	MNH120	96	955	scaffold_1012
atg12729	MNH120	96	497	scaffold_1012
atg12730	MNH120	115	64	scaffold_1012
atg12731	MNH120	115	51	scaffold_1012
atg12732	MNH120	1836	2307	scaffold_1012
atg12733	MNH120	400	4579	scaffold_1012
atg12734	MNH120	400	655	scaffold_1012
atg12735	MNH120	853	172	scaffold_1012
atg12736	MNH120	853	1466	scaffold_1012
atg12737	MNH120	1905	4610	scaffold_1012
atg12738	MNH120	2204	10911	scaffold_1012
atg12739	MNH120	2204	9966	scaffold_1012
atg12740	MNH120	2525	5454	scaffold_1012
atg12741	MNH120	497	2083	scaffold_1012
atg12742	MNH120	497	380	scaffold_1012
atg12743	MNH120	4139	870	scaffold_1012
atg12744	MNH120	298	69	scaffold_1012
atg12745	MNH120	298	714	scaffold_1012
atg12746	MNH120	1715	500	scaffold_1012
atg12747	MNH120	267	470	scaffold_1012
atg12748	MNH120	197	42	scaffold_1012
atg12749	MNH120	166	36	scaffold_1012
atg12750	MNH120	166	1	scaffold_1012
atg12751	MNH120	1713	27	scaffold_1012
atg12752	MNH120	289	7	scaffold_1012
atg12753	MNH120	289	38	scaffold_1012
atg12754	MNH120	567	99	scaffold_1012
atg12755	MNH120	567	215	scaffold_1012
atg12756	MNH120	849	343	scaffold_1012
atg12757	MNH120	759	11	scaffold_1012
atg12758	MNH120	759	308	scaffold_1012
atg12759	MNH120	1035	4	scaffold_1012
atg12760	MNH120	2094	6	scaffold_1012
atg12761	MNH120	214	134	scaffold_1012
atg12762	MNH120	72	92	scaffold_1012
atg12763	MNH120	72	175	scaffold_1012
atg12764	MNH120	1504	8	scaffold_1012
atg12765	MNH120	1504	23	scaffold_1012
atg12766	MNH120	587	38	scaffold_1012
atg12767	MNH120	587	31	scaffold_1012
atg12768	MNH120	347	29	scaffold_1012
atg12769	MNH120	347	3	scaffold_1012
atg12770	MNH120	403	117	scaffold_1012
atg12771	MNH120	403	68	scaffold_1012
atg12772	MNH120	1720	10	scaffold_1012
atg1097	MNH120	532	2329	scaffold_200
atg1098	MNH120	532	189	scaffold_200
atg1099	MNH120	609	411	scaffold_200
atg1100	MNH120	609	2481	scaffold_200
atg1101	MNH120	92	5380	scaffold_200
atg1102	MNH120	92	4120	scaffold_200
atg1103	MNH120	33	3726	scaffold_200
atg1104	MNH120	33	273	scaffold_200
atg1105	MNH120	533	704	scaffold_200
atg644	MNH120	442	1	scaffold_115
atg645	MNH120	442	83	scaffold_115
atg646	MNH120	1253	82	scaffold_115
atg647	MNH120	726	6	scaffold_115
atg648	MNH120	726	51	scaffold_115
atg159	MNH120	1583	6	scaffold_48
atg160	MNH120	647	20	scaffold_48
atg161	MNH120	647	20	scaffold_48
atg162	MNH120	797	214	scaffold_48
atg163	MNH120	1178	177	scaffold_48
atg164	MNH120	633	52	scaffold_48
atg165	MNH120	633	25	scaffold_48
atg166	MNH120	1818	19	scaffold_48
atg167	MNH120	1244	188	scaffold_48
atg168	MNH120	181	41	scaffold_48
atg169	MNH120	181	25	scaffold_48
atg170	MNH120	1431	4	scaffold_48
atg171	MNH120	1134	50	scaffold_48
atg172	MNH120	1134	45	scaffold_48
atg173	MNH120	1984	15	scaffold_48
atg174	MNH120	1984	8	scaffold_48
atg10345	MNH120	714	1145	scaffold_995
atg10346	MNH120	714	50	scaffold_995
atg1989	MNH120	548	1049	scaffold_335
atg1990	MNH120	548	3883	scaffold_335
atg1991	MNH120	44	4943	scaffold_335
