isolate	length	scaffold
I31A	89031	NODE_12268_length_89793_cov_7.318978
I31A	148159	NODE_24144_length_149228_cov_7.453601
I31A	40440	NODE_37221_length_40459_cov_7.817791
I31A	366327	NODE_9452_length_368967_cov_7.462323
I31A	29241	NODE_13499_length_29560_cov_7.255887
I31A	37379	NODE_6906_length_37548_cov_7.293731
I31A	74257	NODE_38880_length_74353_cov_8.071012
I31A	74698	NODE_49153_length_74936_cov_7.122131
I31A	77102	NODE_11886_length_77208_cov_7.438141
I31A	96947	NODE_22015_length_97469_cov_7.560106
I31A	57606	NODE_13732_length_57910_cov_7.098152
I31A	22071	NODE_32638_length_22017_cov_7.084389
I31A	55251	NODE_53469_length_55563_cov_7.303008
I31A	166053	NODE_23125_length_167588_cov_7.605270
I31A	11140	NODE_1453_length_11032_cov_7.199239
I31A	119566	NODE_16998_length_120239_cov_7.385432
I31A	284755	NODE_13442_length_286811_cov_7.859496
I31A	19059	NODE_18342_length_19048_cov_6.811844
I31A	80855	NODE_38927_length_81400_cov_7.151622
I31A	420902	NODE_37165_length_424721_cov_7.414941
I31A	33831	NODE_14460_length_34294_cov_7.068700
I31A	146658	NODE_6573_length_147341_cov_7.285915
I31A	72843	NODE_23134_length_73320_cov_7.501118
I31A	7534	NODE_23566_length_7423_cov_7.345817
I31A	3844	NODE_8154_length_3736_cov_7.197805
I31A	189545	NODE_6530_length_190937_cov_7.435940
I31A	67764	NODE_28027_length_67981_cov_7.216281
I31A	129312	NODE_22117_length_130040_cov_7.480299
I31A	48648	NODE_42950_length_48489_cov_7.507435
I31A	41145	NODE_32255_length_41710_cov_7.339703
I31A	56637	NODE_22387_length_56763_cov_7.517732
I31A	71950	NODE_19214_length_72485_cov_7.699635
I31A	30698	NODE_41483_length_30729_cov_6.807381
I31A	35708	NODE_30567_length_35628_cov_7.570057
I31A	100608	NODE_31513_length_101076_cov_7.613024
I31A	205667	NODE_1741_length_207385_cov_7.398394
I31A	95349	NODE_31727_length_95994_cov_7.412547
I31A	43579	NODE_38867_length_43850_cov_7.306089
I31A	17654	NODE_13952_length_17793_cov_7.279998
I31A	139566	NODE_3133_length_139790_cov_7.513649
I31A	39475	NODE_30245_length_39727_cov_7.019458
I31A	17675	NODE_41117_length_17606_cov_7.020561
I31A	269003	NODE_32700_length_271057_cov_7.407578
I31A	59043	NODE_31191_length_59410_cov_7.252129
I31A	78704	NODE_13907_length_78947_cov_7.591967
I31A	119819	NODE_45826_length_120407_cov_7.353518
I31A	58348	NODE_32522_length_58619_cov_7.521503
I31A	55181	NODE_29776_length_55417_cov_7.011711
I31A	37594	NODE_19310_length_37924_cov_7.485313
I31A	10178	NODE_54838_length_10172_cov_7.032540
I31A	159511	NODE_23082_length_160252_cov_7.508942
I31A	90203	NODE_22051_length_90680_cov_7.521107
I31A	84489	NODE_19618_length_84904_cov_7.872020
I31A	64182	NODE_37656_length_64503_cov_7.822474
I31A	130951	NODE_38516_length_131677_cov_7.503087
I31A	146936	NODE_66445_length_147666_cov_7.443393
I31A	829	NODE_345_length_721_cov_157.008316
I31A	9655	NODE_12951_length_9687_cov_6.878807
I31A	83950	NODE_37355_length_84430_cov_7.610150
I31A	104053	NODE_30657_length_104260_cov_7.414493
I31A	75361	NODE_8353_length_75863_cov_7.425333
I31A	65343	NODE_17751_length_65707_cov_7.072626
I31A	60564	NODE_23855_length_60459_cov_7.732695
I31A	71539	NODE_19501_length_72030_cov_7.394114
I31A	300482	NODE_29316_length_302465_cov_7.417272
I31A	86313	NODE_11734_length_86791_cov_7.424422
I31A	157917	NODE_21111_length_159160_cov_7.366480
I31A	69614	NODE_27281_length_70120_cov_7.733757
I31A	83444	NODE_20589_length_84141_cov_7.551515
I31A	73889	NODE_38730_length_75159_cov_7.440785
I31A	18656	NODE_20577_length_18656_cov_7.791220
I31A	229876	NODE_38585_length_232653_cov_7.394618
I31A	53718	NODE_22937_length_54060_cov_7.698132
I31A	106789	NODE_11340_length_107187_cov_7.788762
I31A	50873	NODE_12076_length_51352_cov_7.317631
I31A	22364	NODE_5054_length_22432_cov_7.271933
I31A	54297	NODE_23323_length_54506_cov_6.890471
I31A	19424	NODE_30623_length_19320_cov_7.159472
I31A	210926	NODE_11376_length_211745_cov_7.743588
I31A	124818	NODE_32702_length_125480_cov_7.690197
I31A	9502	NODE_12742_length_9452_cov_7.570038
I31A	267862	NODE_670_length_269458_cov_7.659390
I31A	158695	NODE_13502_length_159067_cov_7.736042
I31A	42909	NODE_24109_length_43058_cov_7.291374
I31A	53117	NODE_14095_length_53726_cov_7.571939
I31A	221411	NODE_20069_length_223776_cov_7.301931
I31A	81492	NODE_24974_length_82037_cov_7.351780
I31A	23353	NODE_21048_length_23447_cov_7.215635
I31A	44436	NODE_12149_length_44683_cov_7.485711
I31A	83510	NODE_12793_length_83731_cov_7.496149
I31A	21969	NODE_31435_length_22005_cov_7.389139
I31A	120614	NODE_13035_length_121166_cov_7.360423
I31A	59883	NODE_2457_length_59935_cov_7.824226
I31A	72177	NODE_3344_length_72541_cov_7.924126
I31A	140761	NODE_28006_length_141813_cov_7.633990
I31A	13705	NODE_44132_length_13759_cov_7.497565
I31A	99791	NODE_4739_length_100496_cov_7.790370
I31A	221916	NODE_48463_length_222949_cov_7.386914
I31A	23988	NODE_13785_length_24050_cov_7.522495
I31A	64965	NODE_49603_length_65006_cov_7.578500
I31A	25702	NODE_4617_length_25987_cov_7.278832
I31A	123185	NODE_23489_length_123659_cov_7.738822
I31A	102561	NODE_38971_length_103505_cov_7.415806
I31A	238561	NODE_11504_length_240470_cov_7.428636
I31A	42592	NODE_10087_length_42802_cov_7.655390
I31A	54543	NODE_12874_length_55185_cov_7.312150
I31A	63936	NODE_21201_length_64435_cov_7.391961
I31A	19401	NODE_27421_length_19384_cov_7.510627
I31A	9829	NODE_8790_length_9821_cov_8.236229
I31A	77610	NODE_125_length_78055_cov_7.513420
I31A	67356	NODE_45702_length_68198_cov_7.237822
I31A	19622	NODE_8205_length_19693_cov_7.612857
I31A	86444	NODE_23993_length_87048_cov_7.412405
I31A	131694	NODE_35672_length_132711_cov_7.440604
I31A	80308	NODE_14293_length_81052_cov_7.478150
I31A	28162	NODE_28772_length_28360_cov_7.382370
I31A	417584	NODE_12216_length_420828_cov_7.623231
I31A	238522	NODE_9337_length_240509_cov_7.455002
I31A	33346	NODE_47206_length_33446_cov_7.403187
I31A	42938	NODE_63165_length_42948_cov_7.913267
I31A	119852	NODE_38832_length_120540_cov_7.297677
I31A	121496	NODE_31440_length_122526_cov_7.432382
I31A	98628	NODE_23499_length_98731_cov_7.991796
I31A	138834	NODE_37920_length_139525_cov_7.619007
I31A	206170	NODE_36469_length_207486_cov_7.413830
I31A	91618	NODE_33980_length_92310_cov_7.518568
I31A	114673	NODE_22004_length_115293_cov_7.379390
I31A	94211	NODE_10391_length_94956_cov_7.346898
I31A	113919	NODE_13744_length_114939_cov_7.423347
I31A	73483	NODE_42300_length_73826_cov_7.564801
I31A	99933	NODE_23581_length_100557_cov_7.266098
I31A	220367	NODE_6076_length_222369_cov_7.814250
I31A	360397	NODE_9214_length_363379_cov_7.441178
I31A	76235	NODE_23679_length_76820_cov_7.201445
I31A	38722	NODE_20941_length_38832_cov_8.003708
I31A	54059	NODE_31092_length_54340_cov_7.691627
I31A	138822	NODE_59088_length_139507_cov_7.374648
I31A	63908	NODE_20354_length_64475_cov_7.456921
I31A	87431	NODE_46261_length_87911_cov_7.577948
I31A	269002	NODE_7971_length_270855_cov_7.447358
I31A	87003	NODE_48717_length_87660_cov_7.438364
I31A	37059	NODE_30864_length_37208_cov_7.601860
I31A	49820	NODE_38844_length_49785_cov_7.235955
I31A	36886	NODE_42455_length_36982_cov_6.915554
I31A	151371	NODE_37924_length_152050_cov_7.743722
I31A	93811	NODE_13393_length_94909_cov_7.107324
I31A	79365	NODE_27510_length_79958_cov_7.194277
I31A	81741	NODE_56100_length_82105_cov_7.346337
I31A	314442	NODE_38596_length_316607_cov_7.423326
I31A	32891	NODE_12418_length_33210_cov_7.110960
I31A	10469	NODE_7394_length_10495_cov_7.099952
I31A	130307	NODE_24172_length_131541_cov_7.210923
I31A	83423	NODE_22477_length_83672_cov_7.424156
I31A	18675	NODE_13200_length_18721_cov_7.648363
I31A	96102	NODE_18930_length_96722_cov_7.347915
I31A	63380	NODE_9136_length_63648_cov_7.362745
I31A	37213	NODE_14589_length_37435_cov_7.561132
I31A	24486	NODE_31803_length_24474_cov_6.689548
I31A	78163	NODE_23258_length_78520_cov_7.955298
I31A	52389	NODE_5329_length_52551_cov_7.493330
I31A	164530	NODE_26689_length_165459_cov_7.679189
I31A	170202	NODE_16864_length_171013_cov_7.533889
I31A	173992	NODE_56924_length_175117_cov_7.473455
I31A	17975	NODE_13269_length_17999_cov_7.433635
I31A	78542	NODE_28221_length_79031_cov_7.376270
I31A	117062	NODE_21028_length_117701_cov_7.405256
I31A	46500	NODE_30944_length_46663_cov_7.554015
I31A	67612	NODE_20951_length_67629_cov_8.185601
I31A	7003	NODE_563_length_6895_cov_7.285279
I31A	59317	NODE_38114_length_59235_cov_7.615819
I31A	53863	NODE_14465_length_53913_cov_7.685698
I31A	31385	NODE_23707_length_31689_cov_7.090000
I31A	125036	NODE_553_length_126149_cov_7.495303
I31A	98374	NODE_22448_length_98771_cov_7.929372
I31A	35394	NODE_30992_length_35422_cov_7.474253
I31A	74134	NODE_19717_length_74431_cov_7.544585
I31A	196859	NODE_17371_length_198593_cov_7.404420
I31A	39142	NODE_29929_length_39096_cov_7.725854
I31A	126642	NODE_23517_length_127381_cov_7.538299
I31A	43930	NODE_36765_length_44336_cov_7.383458
I31A	36501	NODE_15972_length_36865_cov_7.473783
I31A	17301	NODE_32548_length_17343_cov_7.656980
I9A	91220	NODE_7746_length_91196_cov_13.888636
I9A	71489	NODE_24636_length_71922_cov_12.731194
I9A	104354	NODE_7143_length_104516_cov_13.758802
I9A	124718	NODE_4973_length_124696_cov_13.208202
I9A	184826	NODE_42721_length_185037_cov_13.251901
I9A	75925	NODE_19250_length_75884_cov_13.250093
I9A	83347	NODE_34939_length_83378_cov_12.712226
I9A	26440	NODE_15827_length_26334_cov_14.005507
I9A	138697	NODE_14537_length_138899_cov_13.048748
I9A	156391	NODE_26421_length_156753_cov_13.548704
I9A	86967	NODE_9141_length_86894_cov_12.970389
I9A	233241	NODE_16040_length_233475_cov_13.483379
I9A	9308	NODE_8436_length_9200_cov_13.118478
I9A	8418	NODE_7782_length_8310_cov_12.751504
I9A	88263	NODE_50387_length_88286_cov_14.515405
I9A	25933	NODE_52273_length_25757_cov_13.796599
I9A	274095	NODE_19751_length_274769_cov_13.041493
I9A	122725	NODE_49588_length_122695_cov_13.275414
I9A	64905	NODE_47373_length_64880_cov_13.256905
I9A	37206	NODE_26822_length_37252_cov_13.025019
I9A	70931	NODE_20709_length_70859_cov_13.216473
I9A	92388	NODE_2377_length_92346_cov_13.689646
I9A	60695	NODE_24238_length_60725_cov_13.869905
I9A	251383	NODE_2295_length_251939_cov_13.676612
I9A	88272	NODE_16403_length_88300_cov_14.027848
I9A	828	NODE_88_length_720_cov_656.809692
I9A	74704	NODE_34144_length_74567_cov_12.828772
I9A	44794	NODE_22809_length_44822_cov_13.243697
I9A	30479	NODE_25940_length_30430_cov_14.718994
I9A	68253	NODE_51843_length_68250_cov_12.557187
I9A	170604	NODE_30809_length_170881_cov_13.013390
I9A	172094	NODE_26144_length_172551_cov_13.165736
I9A	228371	NODE_60902_length_228667_cov_12.909563
I9A	180875	NODE_7619_length_181191_cov_13.078459
I9A	183725	NODE_27613_length_183800_cov_13.173988
I9A	59526	NODE_3700_length_59561_cov_12.781736
I9A	37216	NODE_13_length_37108_cov_12.747252
I9A	101404	NODE_8194_length_101323_cov_13.269899
I9A	38690	NODE_27840_length_38658_cov_12.147111
I9A	60424	NODE_14370_length_60522_cov_12.746026
I9A	158657	NODE_4346_length_158675_cov_13.476269
I9A	241186	NODE_36468_length_241286_cov_13.012666
I9A	11920	NODE_10369_length_11849_cov_12.947253
I9A	49017	NODE_43560_length_48872_cov_13.063656
I9A	149402	NODE_9512_length_149401_cov_13.125374
I9A	103549	NODE_34164_length_103659_cov_12.666464
I9A	159992	NODE_22464_length_159925_cov_12.702892
I9A	104312	NODE_26828_length_104386_cov_12.565190
I9A	72057	NODE_38661_length_72076_cov_13.279843
I9A	55740	NODE_50882_length_55629_cov_12.827410
I9A	324390	NODE_26886_length_325618_cov_12.534620
I9A	253425	NODE_41916_length_253613_cov_12.982059
I9A	45334	NODE_13785_length_45313_cov_12.725575
I9A	181755	NODE_12498_length_181844_cov_13.633384
I9A	135877	NODE_36418_length_135748_cov_13.202323
I9A	73162	NODE_15688_length_73261_cov_13.643630
I9A	232067	NODE_34053_length_232554_cov_13.655611
I9A	62700	NODE_26429_length_62615_cov_13.080204
I9A	61122	NODE_36587_length_61234_cov_13.636477
I9A	5199	NODE_6309_length_5091_cov_12.515812
I9A	7889	NODE_43210_length_7830_cov_10.480715
I9A	111398	NODE_16354_length_111832_cov_13.649260
I9A	510890	NODE_2488_length_511564_cov_13.059548
I9A	26630	NODE_2624_length_26523_cov_14.223203
I9A	104818	NODE_50093_length_104726_cov_13.004488
I9A	90988	NODE_26680_length_90909_cov_13.651542
I9A	132639	NODE_8729_length_132597_cov_12.763298
I9A	120371	NODE_2388_length_120218_cov_13.626495
I9A	40444	NODE_34038_length_40252_cov_13.131173
I9A	114363	NODE_62428_length_114508_cov_12.732037
I9A	42793	NODE_11811_length_42685_cov_10.995924
I9A	277455	NODE_60281_length_278245_cov_13.014804
I9A	77153	NODE_59817_length_77319_cov_12.973525
I9A	60306	NODE_33793_length_60862_cov_13.000378
I9A	47151	NODE_29564_length_47229_cov_14.078173
I9A	34070	NODE_29116_length_33994_cov_12.810702
I9A	221244	NODE_33029_length_221351_cov_13.122828
I9A	99012	NODE_3999_length_99113_cov_11.827974
I9A	55002	NODE_16312_length_54973_cov_13.570771
I9A	349981	NODE_37540_length_350254_cov_12.984529
I9A	345293	NODE_52218_length_345601_cov_13.179198
I9A	202937	NODE_32448_length_203336_cov_13.064342
I9A	137749	NODE_6769_length_137828_cov_13.194221
I9A	47141	NODE_23128_length_47155_cov_12.869600
I9A	62699	NODE_15111_length_62716_cov_12.521972
I9A	74412	NODE_24789_length_74301_cov_13.528661
I9A	76769	NODE_36470_length_76924_cov_13.087138
I9A	165795	NODE_22209_length_165778_cov_13.016468
I9A	352715	NODE_4102_length_353230_cov_13.594879
I9A	218309	NODE_49146_length_218513_cov_12.601356
I9A	4290	NODE_3123_length_4182_cov_13.396222
I9A	50588	NODE_25457_length_50538_cov_12.583303
I9A	131785	NODE_30325_length_131888_cov_13.097241
I9A	26057	NODE_26379_length_26033_cov_13.188914
I9A	47556	NODE_45622_length_47527_cov_13.746186
I9A	77752	NODE_59047_length_77783_cov_12.976062
I9A	323445	NODE_43657_length_323442_cov_13.136736
I9A	59780	NODE_39868_length_59850_cov_14.347001
I9A	71800	NODE_10603_length_71609_cov_14.329470
I9A	37033	NODE_32624_length_36915_cov_12.862170
I9A	270362	NODE_60945_length_270569_cov_13.009284
I9A	302154	NODE_13557_length_302575_cov_12.922277
I9A	68083	NODE_26654_length_67962_cov_12.853109
I9A	72968	NODE_11582_length_73272_cov_13.148201
I9A	64474	NODE_5718_length_64427_cov_12.747730
I9A	200213	NODE_36297_length_200400_cov_12.786981
I9A	208044	NODE_36474_length_208346_cov_13.062146
I9A	61225	NODE_49775_length_61384_cov_12.785954
I9A	45201	NODE_19785_length_45033_cov_13.322364
I9A	117653	NODE_25039_length_117654_cov_13.536819
I9A	43865	NODE_2373_length_43767_cov_13.034958
I9A	92958	NODE_65727_length_92967_cov_13.368367
I9A	139861	NODE_59575_length_140095_cov_12.867554
I9A	115747	NODE_15656_length_115816_cov_12.675209
I9A	131304	NODE_68303_length_131272_cov_14.530113
I9A	294538	NODE_26788_length_294888_cov_13.416796
I9A	61069	NODE_16263_length_60987_cov_14.760408
I9A	33837	NODE_17406_length_33735_cov_13.771157
I9A	162132	NODE_11496_length_162033_cov_12.930742
I9A	23780	NODE_11088_length_23662_cov_12.743894
I9A	208915	NODE_12035_length_208947_cov_12.984365
I9A	221541	NODE_19752_length_222062_cov_12.612824
I9A	70952	NODE_76886_length_71165_cov_12.882274
I9A	302271	NODE_14281_length_302583_cov_13.184875
I9A	106862	NODE_1836_length_107165_cov_13.404797
I9A	113339	NODE_33367_length_113255_cov_13.107518
I9A	123670	NODE_25394_length_123823_cov_13.427191
I9A	235477	NODE_33001_length_236161_cov_13.023056
I9A	82928	NODE_36504_length_83126_cov_13.018044
I9A	238720	NODE_32689_length_238721_cov_13.631109
I9A	72822	NODE_666_length_73156_cov_13.391055
I9A	76227	NODE_10055_length_76069_cov_12.884079
I9A	167584	NODE_28796_length_167681_cov_13.039145
I9A	197740	NODE_16388_length_198066_cov_12.655716
I9A	336786	NODE_6642_length_337236_cov_13.341992
I9A	544153	NODE_13460_length_544863_cov_13.395944
I9A	116354	NODE_12716_length_116531_cov_13.391852
I9A	48149	NODE_22966_length_48035_cov_13.266368
I9A	17725	NODE_8030_length_17617_cov_14.299541
I9A	33095	NODE_24471_length_32794_cov_12.156767
I9A	178842	NODE_20548_length_178822_cov_13.861756
I9A	62130	NODE_3372_length_62132_cov_14.122079
I9A	194185	NODE_21976_length_194397_cov_13.172421
I9A	54381	NODE_3636_length_54319_cov_12.964764
I9A	41234	NODE_4802_length_41192_cov_13.721451
I9A	442334	NODE_27298_length_442879_cov_13.117141
I9A	302760	NODE_43240_length_302942_cov_13.091377
I9A	13823	NODE_6806_length_13807_cov_13.262259
I9A	108856	NODE_42790_length_108846_cov_13.564458
I9A	147195	NODE_7311_length_147260_cov_12.912624
I9A	41883	NODE_3730_length_41821_cov_12.681810
I9A	155315	NODE_22165_length_155447_cov_13.531686
I9A	159844	NODE_35523_length_159831_cov_13.015247
I9A	40740	NODE_11995_length_40670_cov_12.703074
I9A	165656	NODE_15990_length_165964_cov_13.078499
I9A	7273	NODE_7409_length_7218_cov_11.895400
I9A	34870	NODE_7245_length_34762_cov_12.614752
I9A	358831	NODE_28229_length_358887_cov_13.801519
I9A	137386	NODE_26546_length_137372_cov_13.200245
I9A	40951	NODE_28031_length_40893_cov_13.510625
I9A	132117	NODE_56440_length_132073_cov_12.991285
I9A	549406	NODE_9221_length_550043_cov_13.042659
I9A	132371	NODE_27240_length_132810_cov_12.839010
I9A	279239	NODE_34827_length_279252_cov_13.272632
I9A	179592	NODE_21110_length_179730_cov_13.861826
I9A	503568	NODE_53101_length_503955_cov_13.209070
I9A	58211	NODE_35563_length_58199_cov_13.558738
I9A	138042	NODE_21774_length_138035_cov_12.788452
I9A	139851	NODE_50484_length_139914_cov_13.631981
I9A	207797	NODE_13787_length_208063_cov_13.028919
I9A	303795	NODE_14917_length_303872_cov_13.204441
I9A	30894	NODE_9363_length_30847_cov_14.672383
I9A	52355	NODE_9489_length_52439_cov_13.013330
I9A	213986	NODE_24246_length_214303_cov_13.141515
I9A	242099	NODE_693_length_242117_cov_13.694916
I9A	431195	NODE_25410_length_431949_cov_13.149069
I9A	210825	NODE_25007_length_211011_cov_13.062437
I9A	44569	NODE_30057_length_44476_cov_13.160738
I9A	100966	NODE_3670_length_101203_cov_13.505943
I9A	225077	NODE_4036_length_225425_cov_12.870440
I9A	105186	NODE_13069_length_105276_cov_12.916667
I9A	78117	NODE_22792_length_78059_cov_13.144634
I9A	129995	NODE_33546_length_130041_cov_13.452518
I9A	86488	NODE_43666_length_86449_cov_13.143634
I9A	446884	NODE_26882_length_447901_cov_13.073228
I9A	197560	NODE_34695_length_197504_cov_13.132341
I9A	59910	NODE_8402_length_60014_cov_13.863015
I9A	182378	NODE_14141_length_182698_cov_13.109920
I9A	132468	NODE_35066_length_132568_cov_12.889694
I9A	31151	NODE_14058_length_31026_cov_13.160704
I9A	100364	NODE_34671_length_100552_cov_12.891619
I9A	121632	NODE_33033_length_121780_cov_13.067195
I9A	92380	NODE_35624_length_92358_cov_13.396804
I9A	117361	NODE_17914_length_117775_cov_13.421439
I9A	86689	NODE_4892_length_86674_cov_12.850889
I9A	202698	NODE_25720_length_202840_cov_13.077209
I9A	109164	NODE_3509_length_109145_cov_12.302643
I9A	62884	NODE_41931_length_62898_cov_13.540669
I9A	17524	NODE_5704_length_17444_cov_14.763127
I9A	98792	NODE_18689_length_98771_cov_13.582397
I9A	317113	NODE_42471_length_317129_cov_13.078460
I9A	126072	NODE_35301_length_126017_cov_13.276439
I9A	115634	NODE_35784_length_115443_cov_13.249578
I9A	105208	NODE_26742_length_105556_cov_12.728495
I9A	55560	NODE_35224_length_55695_cov_12.946046
I9A	75737	NODE_36295_length_75566_cov_12.805534
I9A	321313	NODE_2175_length_321830_cov_13.169030
I9A	204481	NODE_63380_length_204742_cov_14.581273
I9A	190091	NODE_25241_length_190423_cov_13.187530
I9A	46190	NODE_4921_length_46029_cov_13.914120
I9A	107287	NODE_22471_length_107168_cov_13.739679
I9A	449645	NODE_47487_length_449769_cov_13.326203
I9A	35907	NODE_31030_length_35925_cov_12.995574
I9A	91443	NODE_15587_length_91375_cov_13.325614
I9A	235821	NODE_15729_length_236328_cov_12.920767
I9A	118297	NODE_33519_length_118345_cov_13.117106
I9A	50305	NODE_10082_length_50180_cov_14.336030
I9A	130815	NODE_13840_length_130840_cov_12.977920
I9A	319107	NODE_29655_length_319251_cov_13.271295
I9A	240506	NODE_35316_length_240608_cov_13.103816
I9A	128603	NODE_12042_length_128748_cov_13.291158
I9A	109342	NODE_4331_length_109655_cov_14.008673
I9A	116593	NODE_15946_length_116526_cov_13.009774
I9A	68732	NODE_21748_length_68752_cov_12.867727
I9A	11555	NODE_26876_length_11557_cov_12.135762
I9A	74796	NODE_15467_length_74833_cov_13.107854
I9A	106603	NODE_17114_length_106818_cov_13.533281
I9A	56787	NODE_8051_length_56705_cov_12.555542
I9A	63497	NODE_20536_length_63584_cov_13.168753
I9A	66079	NODE_35685_length_66302_cov_12.852343
I9A	14124	NODE_4483_length_14091_cov_12.997658
I9A	23284	NODE_25561_length_23082_cov_13.797678
I9A	75074	NODE_38019_length_75077_cov_13.465762
I9A	97384	NODE_24052_length_97122_cov_12.879677
I9A	479948	NODE_51514_length_481151_cov_13.006907
I9A	26334	NODE_2891_length_26369_cov_14.974288
I9A	115136	NODE_37700_length_115066_cov_13.066562
I9A	16332	NODE_33396_length_16270_cov_14.353104
I9A	235409	NODE_43583_length_235623_cov_13.333117
I9A	102567	NODE_23703_length_102504_cov_12.983884
I9A	211284	NODE_25906_length_211206_cov_13.178503
I9A	11205	NODE_5863_length_11097_cov_12.309903
I9A	14212	NODE_22509_length_14063_cov_12.902155
I9A	103062	NODE_33439_length_103274_cov_12.683638
I9A	120799	NODE_38177_length_120879_cov_13.323026
I9A	239580	NODE_26706_length_239511_cov_13.331296
I9A	327916	NODE_14856_length_328258_cov_13.243967
I9A	57088	NODE_3618_length_57418_cov_12.102964
I9A	16952	NODE_11402_length_16886_cov_12.821390
I9A	195762	NODE_43768_length_195824_cov_13.488955
I9A	65359	NODE_22037_length_65335_cov_13.082054
I9A	93048	NODE_16458_length_93260_cov_12.786114
I9A	81636	NODE_33413_length_81597_cov_14.915414
I9A	101795	NODE_31046_length_101969_cov_13.189302
I9A	344619	NODE_8317_length_345194_cov_12.881606
I9A	173397	NODE_32526_length_173339_cov_12.740890
I9A	135924	NODE_26417_length_136170_cov_13.077675
I9A	76853	NODE_15961_length_76825_cov_12.514754
I9A	412833	NODE_36199_length_412879_cov_13.220583
I9A	87636	NODE_50555_length_87639_cov_13.350381
I9A	30224	NODE_16126_length_30140_cov_12.912707
I9A	79643	NODE_30903_length_79675_cov_12.509118
I9A	39820	NODE_43628_length_39838_cov_12.985140
I9A	67345	NODE_67747_length_67279_cov_14.315760
I9A	59825	NODE_21851_length_59852_cov_13.508705
I9A	306119	NODE_25031_length_306376_cov_13.178692
I9A	51337	NODE_27984_length_51243_cov_14.022716
I9A	109852	NODE_30989_length_110204_cov_12.821813
I9A	49822	NODE_1859_length_49714_cov_13.936275
I9A	150344	NODE_50984_length_150503_cov_12.996292
I9A	110903	NODE_35381_length_111759_cov_12.897011
I9A	94229	NODE_7830_length_94479_cov_12.914023
I9A	131189	NODE_24285_length_131490_cov_13.217758
I9A	60183	NODE_20297_length_60225_cov_13.345023
I9A	52891	NODE_7966_length_52817_cov_12.765530
I9A	73570	NODE_27406_length_73484_cov_13.485126
I9A	39159	NODE_3370_length_39051_cov_13.091240
I9A	68766	NODE_41976_length_68901_cov_13.059172
I9A	69316	NODE_14981_length_69280_cov_13.329417
I9A	94506	NODE_1869_length_94642_cov_12.905549
I9A	153086	NODE_15125_length_153186_cov_13.149753
I9A	162198	NODE_36252_length_162187_cov_12.892137
I9A	89041	NODE_56001_length_89160_cov_13.752030
I9A	205510	NODE_26462_length_205530_cov_13.206252
I9A	31273	NODE_43336_length_31225_cov_13.953499
I9A	326622	NODE_41600_length_326751_cov_13.829885
I9A	67896	NODE_50808_length_68102_cov_13.459884
I9A	174126	NODE_32993_length_174278_cov_12.838792
I9A	78322	NODE_31631_length_78257_cov_13.790983
I9A	4939	NODE_3475_length_4831_cov_11.897536
I9A	62569	NODE_34594_length_62549_cov_12.977186
I9A	86242	NODE_11085_length_86391_cov_13.499184
I9A	173370	NODE_791_length_173619_cov_12.802631
I9A	21811	NODE_15204_length_21765_cov_13.390306
I9A	52959	NODE_4697_length_52873_cov_13.072079
I9A	114211	NODE_29119_length_114186_cov_14.848457
I9A	317581	NODE_36528_length_318304_cov_13.565780
I9A	42942	NODE_43613_length_42910_cov_13.039571
I9A	154533	NODE_12384_length_154743_cov_13.348035
I9A	72520	NODE_5092_length_72580_cov_12.937682
I9A	65536	NODE_14812_length_65465_cov_12.804247
I9A	21136	NODE_24601_length_21140_cov_12.726584
I9A	63912	NODE_42314_length_63961_cov_13.043698
I9A	64256	NODE_27461_length_64199_cov_12.821851
I9A	50128	NODE_43760_length_50380_cov_14.132831
I9A	58574	NODE_11771_length_58583_cov_13.126709
I9A	179357	NODE_15870_length_179466_cov_12.860247
I9A	101690	NODE_49065_length_101442_cov_13.952258
I9A	21421	NODE_30897_length_21365_cov_12.978657
I9A	268097	NODE_47533_length_268702_cov_12.952419
I9A	227892	NODE_35246_length_228241_cov_14.133942
I9A	179743	NODE_38589_length_179717_cov_13.131112
I9A	279225	NODE_40467_length_279495_cov_13.658309
I9A	156370	NODE_49256_length_156303_cov_13.214199
I9A	301885	NODE_35441_length_302813_cov_12.989367
I9A	92370	NODE_27003_length_92378_cov_12.901026
I9A	26762	NODE_43736_length_27099_cov_13.467655
I9A	139671	NODE_59474_length_139950_cov_13.190590
I9A	57644	NODE_56332_length_57903_cov_12.684299
I9A	147846	NODE_21723_length_148062_cov_12.858039
I9A	66406	NODE_56391_length_66564_cov_12.883135
I9A	267430	NODE_52654_length_267787_cov_13.089538
I9A	292735	NODE_15834_length_293121_cov_13.200429
I9A	27842	NODE_23855_length_27758_cov_13.075654
I9A	154153	NODE_14723_length_154308_cov_12.680165
I9A	209451	NODE_18476_length_209618_cov_13.172185
I9A	147546	NODE_36195_length_147681_cov_13.146288
I9A	93402	NODE_24963_length_93369_cov_13.366760
I9A	363391	NODE_24628_length_363456_cov_13.109051
I9A	35877	NODE_26132_length_35816_cov_13.636726
I9A	112880	NODE_16696_length_112695_cov_13.203479
I9A	110485	NODE_16188_length_110735_cov_12.307969
I9A	40868	NODE_719_length_40760_cov_12.627576
I9A	56494	NODE_30404_length_56954_cov_12.824314
I9A	132847	NODE_38347_length_132782_cov_13.273720
I9A	130377	NODE_8154_length_130587_cov_13.129400
